Tình trạng,Hãng,Bộ vi xử lý,RAM,Ổ cứng,Loại ổ cứng,Card màn hình,Kích cỡ màn hình,Chính sách bảo hành,Xuất xứ,Giá
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,3.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Pentium,4 GB,128 GB,,Onboard,15 - 16.9 inch,1 tháng,Nhật Bản,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,640 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Mỹ,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Celeron,4 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,128 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Việt Nam,1.450.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,256 GB,,,11 - 12.9 inch,Bảo hành hãng,Nhật Bản,4.050.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,500 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Việt Nam,3.199.999 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,15.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,20.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,19.550.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Mỹ,4.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,,11 - 12.9 inch,Bảo hành hãng,Mỹ,3.600.000 đ
Mới,Lenovo,Intel Core i7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,35.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,3.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,,256 GB,,NVIDIA,13 - 14.9 inch,3 tháng,Việt Nam,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,1.700.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,3.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,NVIDIA,13 - 14.9 inch,3 tháng,Việt Nam,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,512 GB,,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,5.400.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,17.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,256 GB,,NVIDIA,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Ryzen 5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,14.500.000 đ
Đã sử dụng (qua sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,8 GB,128 GB,,,,Bảo hành hãng,Mỹ,5.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Việt Nam,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,4 GB,,,,,Bảo hành hãng,Đang cập nhật,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,500 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Việt Nam,1.400.000 đ
Mới,Lenovo,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,6.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,4.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,,4 GB,,,,,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Intel Core i7,16 GB,> 1 TB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,10.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Khác,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Celeron,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,3.490.000 đ
Đã sử dụng (chưa sửa chữa),Acer,,16 GB,256 GB,,,15 - 16.9 inch,1 tháng,Việt Nam,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,500 GB,,,15 - 16.9 inch,Hết bảo hành,Trung Quốc,10.000.000 đ
Mới,Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Mỹ,17.000.000 đ
Đã sử dụng (qua sửa chữa),Asus,Intel Celeron,2 GB,256 GB,,Khác,11 - 12.9 inch,Bảo hành hãng,Việt Nam,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,7.500.000 đ
Mới,Hãng Khác,,8 GB,256 GB,,,13 - 14.9 inch,1 tháng,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Pentium,2 GB,250 GB,,Khác,13 - 14.9 inch,Bảo hành hãng,Nước khác,1.000.000 đ
Đã sử dụng (qua sửa chữa),Hãng Khác,,,,,,,Bảo hành hãng,Đang cập nhật,500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,4.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,1 TB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,22.500.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,Ryzen 5,16 GB,750 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,16.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,1 tháng,Mỹ,400.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,128 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,AMD,15 - 16.9 inch,Hết bảo hành,Việt Nam,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,250 GB,,,13 - 14.9 inch,Bảo hành hãng,Nhật Bản,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Đã sử dụng (qua sửa chữa),Apple,,,,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,8 GB,256 GB,,Onboard,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,4.590.000 đ
Đã sử dụng (chưa sửa chữa),Sony,,,,,,,Bảo hành hãng,Đang cập nhật,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,5.650.000 đ
Đã sử dụng (qua sửa chữa),Apple,Intel Atom,8 GB,128 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,8.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,2.300.000 đ
Đã sử dụng (qua sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,5.299.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,6.399.999 đ
Mới,Dell,,,,,,,Bảo hành hãng,Mỹ,9.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,AMD,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Mới,Dell,,,,,,,Bảo hành hãng,Mỹ,22.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,4.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,9.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,1 tháng,Nhật Bản,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,7.900.000 đ
Mới,Dell,,,,,,,Bảo hành hãng,Mỹ,10.400.000 đ
Mới,Dell,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Khác,> 32GB,< 128 GB,,Khác,9 - 10.9 inch,1 tháng,Nhật Bản,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,9.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,16 GB,750 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,5.099.999 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Khác,13 - 14.9 inch,2 tháng,Mỹ,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,> 32GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,256 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,5.000.000 đ
Đã sử dụng (qua sửa chữa),Apple,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,11.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,6 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,500 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,2.020.000 đ
Mới,HP,Intel Core i3,8 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Nhật Bản,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,7.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Việt Nam,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,,,,,,,Bảo hành hãng,Đang cập nhật,100.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,500 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,1.750.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,11.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Nước khác,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,320 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,5.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,8 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,13.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,1 TB,,,,Bảo hành hãng,Đang cập nhật,3.500.000 đ
Mới,Lenovo,Intel Core i7,8 GB,128 GB,,Khác,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,2.900.000 đ
Đã sử dụng (chưa sửa chữa),MSI,,,,,,,Bảo hành hãng,Đang cập nhật,10.490.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,16 GB,1 TB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,19.200.000 đ
Đã sử dụng (qua sửa chữa),HP,Intel Core i3,8 GB,500 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Khác,8 GB,512 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,10.200.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,,,,,,,Bảo hành hãng,Đang cập nhật,16.490.000 đ
Mới,Lenovo,Khác,8 GB,512 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Trung Quốc,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Nước khác,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,4 GB,250 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Pentium,4 GB,250 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đài Loan,2.650.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,500 GB,,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Mỹ,1.111.111 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,8 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đài Loan,23.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,4.090.000 đ
Mới,Lenovo,Intel Core i7,32 GB,512 GB,,Khác,13 - 14.9 inch,4-6 tháng,Mỹ,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,3.899.000 đ
Mới,Dell,Intel Core i5,16 GB,256 GB,,Khác,13 - 14.9 inch,4-6 tháng,Mỹ,12.100.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,Khác,11 - 12.9 inch,Hết bảo hành,Đang cập nhật,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Khác,8 GB,256 GB,,Khác,13 - 14.9 inch,3 tháng,Nước khác,3.640.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Pentium,2 GB,250 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,1.100.000 đ
Mới,Dell,Intel Core i5,16 GB,256 GB,,Khác,13 - 14.9 inch,4-6 tháng,Mỹ,6.600.000 đ
Mới,Apple,,,,,,,Bảo hành hãng,Mỹ,22.000.000 đ
Mới,Lenovo,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,30.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Ấn Độ,9.500.000 đ
Mới,Dell,Intel Core i5,16 GB,256 GB,,Khác,13 - 14.9 inch,4-6 tháng,Mỹ,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,8 GB,512 GB,,,15 - 16.9 inch,Hết bảo hành,Mỹ,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,2.300.000 đ
Mới,Lenovo,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,4-6 tháng,Mỹ,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,27.900.000 đ
Mới,HP,Intel Core i5,8 GB,256 GB,,AMD,13 - 14.9 inch,4-6 tháng,Nhật Bản,4.900.000 đ
Đã sử dụng (qua sửa chữa),Acer,,2 GB,< 128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,8.900.000 đ
Mới,Apple,Khác,8 GB,256 GB,,,13 - 14.9 inch,Còn bảo hành,Nước khác,22.800.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Ryzen 5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i9,32 GB,1 TB,,AMD,15 - 16.9 inch,Hết bảo hành,Mỹ,27.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,1 TB,,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Ryzen 7,16 GB,512 GB,,Onboard,13 - 14.9 inch,>12 tháng,Việt Nam,17.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Đang cập nhật,5.790.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Panasonic,Intel Core i5,4 GB,128 GB,,,9 - 10.9 inch,Hết bảo hành,Nhật Bản,8.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,1.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Mỹ,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,8 GB,128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Nước khác,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.850.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,8.200.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,512 GB,,NVIDIA,13 - 14.9 inch,4-6 tháng,Mỹ,14.890.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,3.499.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,512 GB,,NVIDIA,13 - 14.9 inch,4-6 tháng,Đang cập nhật,11.890.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,4.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,512 GB,,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,11.900.000 đ
Mới,Apple,,8 GB,256 GB,,,13 - 14.9 inch,>12 tháng,Nước khác,20.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Khác,4 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.590.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,6.700.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,4 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,14.000.000 đ
Mới,LG,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Hàn Quốc,28.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,5.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,5.999.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,,,,13 - 14.9 inch,1 tháng,Mỹ,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,16.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,12.999.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,4 GB,> 1 TB,,Onboard,15 - 16.9 inch,Hết bảo hành,Trung Quốc,5.462.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,14.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,9.990.000 đ
